Shipment_ID,Origin_City,Destination_City,Shipment_Type,Weight_kg,Distance_km,Customer_Segment,On_Time,vehicle_type,fuel_type,traffic_intensity,avg_speed_kmph,capacity_kg,load_factor,emission_factor,co2_emission_kg,lane_id
177,İstanbul,Samsun,Kara,93.9,1380.2,Kurumsal,0,Hybrid,Diesel,0,71.15431901736014,,,,,İstanbul_Samsun
178,Ankara,Gaziantep,Hava,834.21,1902.3,Kurumsal,1,Hybrid,Electric,1,71.72550705691098,,,,,Ankara_Gaziantep
179,Ankara,Gaziantep,Kara,607.32,317.3,Bireysel,1,Hybrid,Diesel,2,36.4800683691238,,,,,Ankara_Gaziantep
180,Adana,Samsun,Hava,1523.37,1481.1,Kurumsal,1,Diesel,Petrol,0,44.4472045810942,12000.0,0.2,0.45,133.299,Adana_Samsun
181,Konya,Gaziantep,Hava,711.76,1282.9,Bireysel,0,Diesel,Diesel,0,42.23693565342129,12000.0,0.2,0.45,115.461,Konya_Gaziantep
182,Antalya,Samsun,Hava,1898.4,1188.0,Bireysel,1,Electric,Petrol,2,59.409556766137655,4000.0,0.4746,0.05,28.191240000000004,Antalya_Samsun
183,İstanbul,Adana,Hava,1924.81,810.7,Kurumsal,1,Hybrid,Electric,1,50.16417856762728,,,,,İstanbul_Adana
184,İstanbul,Adana,Kara,1243.71,742.5,Bireysel,1,Hybrid,Electric,2,10.0,,,,,İstanbul_Adana
185,İzmir,Bursa,Deniz,1857.68,138.2,Kurumsal,1,Diesel,Petrol,0,28.90012735007019,12000.0,0.2,0.45,12.438,İzmir_Bursa
186,Ankara,Kayseri,Kara,1522.9,474.9,Bireysel,1,Electric,Petrol,2,75.44925287034864,4000.0,0.380725,0.05,9.040315125,Ankara_Kayseri
187,Antalya,Kayseri,Kara,1095.98,79.6,Bireysel,1,Electric,Electric,1,37.76365166388057,4000.0,0.273995,0.05,1.0905001,Antalya_Kayseri
188,Kayseri,Ankara,Hava,364.71,1183.8,Kurumsal,1,Hybrid,Petrol,1,108.10292857132804,,,,,Kayseri_Ankara
189,Adana,Konya,Deniz,919.9,256.4,Bireysel,1,Diesel,Petrol,2,26.50408935810492,12000.0,0.2,0.45,23.076,Adana_Konya
190,Konya,Antalya,Hava,1123.94,1752.4,Kurumsal,1,Electric,Diesel,1,35.2856904818291,4000.0,0.280985,0.05,24.619905700000004,Konya_Antalya
191,Bursa,Adana,Kara,1728.6,1070.1,Kurumsal,1,Hybrid,Electric,1,42.98642155061151,,,,,Bursa_Adana
192,Konya,Ankara,Kara,965.26,1414.4,Bireysel,0,Diesel,Petrol,2,82.68759064415887,12000.0,0.2,0.45,127.296,Konya_Ankara
193,Gaziantep,Antalya,Deniz,1795.86,851.2,Bireysel,0,Electric,Petrol,0,31.77403688726621,4000.0,0.4489649999999999,0.05,19.1079504,Gaziantep_Antalya
194,İstanbul,Kayseri,Kara,1350.33,1143.1,Bireysel,0,Hybrid,Diesel,1,49.31764156419874,,,,,İstanbul_Kayseri
195,Adana,Bursa,Hava,278.31,1888.2,Bireysel,0,Diesel,Electric,1,92.42423380681264,12000.0,0.2,0.45,169.93800000000002,Adana_Bursa
196,Gaziantep,Samsun,Hava,1989.99,211.3,Bireysel,1,Hybrid,Diesel,1,46.99473110273221,,,,,Gaziantep_Samsun
197,Antalya,Adana,Kara,1056.83,545.2,Bireysel,1,Electric,Petrol,1,46.16899341081648,4000.0,0.2642075,0.05,7.202296450000001,Antalya_Adana
198,Bursa,Ankara,Kara,786.76,1571.0,Bireysel,1,Diesel,Petrol,1,88.84476113663769,12000.0,0.2,0.45,141.39,Bursa_Ankara
199,Ankara,İstanbul,Kara,1319.93,242.5,Bireysel,0,Hybrid,Diesel,1,11.01128071651324,,,,,Ankara_İstanbul
200,Adana,Antalya,Kara,222.24,197.5,Kurumsal,1,Diesel,Diesel,1,22.013444390497945,12000.0,0.2,0.45,17.775000000000002,Adana_Antalya
201,Adana,Samsun,Hava,1274.89,755.0,Kurumsal,1,Electric,Electric,1,76.87774220037345,4000.0,0.3187225,0.05,12.031774375,Adana_Samsun
202,İstanbul,Adana,Kara,998.98,229.7,Kurumsal,1,Hybrid,Petrol,2,77.20106525668119,,,,,İstanbul_Adana
203,Samsun,Kayseri,Hava,816.31,1190.9,Bireysel,1,Diesel,Petrol,0,36.75546504445851,12000.0,0.2,0.45,107.18100000000004,Samsun_Kayseri
204,Adana,Konya,Kara,1906.27,491.2,Kurumsal,1,Electric,Petrol,0,59.62861888466361,4000.0,0.4765675,0.05,11.7044978,Adana_Konya
205,İzmir,Antalya,Deniz,1047.47,1796.6,Bireysel,1,Hybrid,Electric,0,70.99501039448202,,,,,İzmir_Antalya
206,Bursa,Kayseri,Kara,442.14,1577.8,Kurumsal,1,Electric,Petrol,1,63.57324804209093,4000.0,0.2,0.05,15.778,Bursa_Kayseri
207,Bursa,Adana,Kara,920.63,1414.4,Kurumsal,1,Diesel,Petrol,1,84.56062533144672,12000.0,0.2,0.45,127.296,Bursa_Adana
208,İzmir,Antalya,Kara,1839.18,1253.0,Bireysel,1,Hybrid,Electric,1,87.38106980586612,,,,,İzmir_Antalya
209,Kayseri,Samsun,Hava,356.31,1733.8,Bireysel,1,Diesel,Electric,1,74.04329324753961,12000.0,0.2,0.45,156.04200000000003,Kayseri_Samsun
210,İzmir,Adana,Hava,431.84,485.0,Kurumsal,0,Hybrid,Electric,2,77.9762529367171,,,,,İzmir_Adana
211,İzmir,Gaziantep,Hava,30.99,1752.6,Kurumsal,1,Hybrid,Diesel,0,54.16425864120311,,,,,İzmir_Gaziantep
212,Bursa,Ankara,Kara,33.31,1589.5,Kurumsal,1,Diesel,Petrol,0,45.23702485791895,12000.0,0.2,0.45,143.055,Bursa_Ankara
213,Konya,Samsun,Kara,1659.64,1508.9,Bireysel,1,Electric,Diesel,0,78.96768241915011,4000.0,0.41491,0.05,31.302884950000003,Konya_Samsun
214,Bursa,Antalya,Kara,1465.58,1144.4,Bireysel,1,Hybrid,Diesel,0,44.536284816478826,,,,,Bursa_Antalya
215,Samsun,Konya,Kara,713.31,530.2,Bireysel,1,Hybrid,Petrol,0,40.420368910768055,,,,,Samsun_Konya
216,İstanbul,Kayseri,Kara,1398.13,875.9,Kurumsal,1,Hybrid,Electric,1,20.124886933039683,,,,,İstanbul_Kayseri
217,Gaziantep,İstanbul,Deniz,793.44,1597.5,Bireysel,1,Hybrid,Petrol,1,20.583138888124665,,,,,Gaziantep_İstanbul
218,Konya,Kayseri,Deniz,1906.03,112.0,Kurumsal,1,Electric,Petrol,0,78.34841517278758,4000.0,0.4765075,0.05,2.668442,Konya_Kayseri
219,Ankara,Antalya,Deniz,1934.27,1575.0,Bireysel,1,Electric,Diesel,0,57.11169443320034,4000.0,0.4835675,0.05,38.080940625,Ankara_Antalya
220,Gaziantep,Kayseri,Hava,788.62,518.1,Bireysel,1,Diesel,Electric,2,57.46837915916497,12000.0,0.2,0.45,46.629000000000005,Gaziantep_Kayseri
221,İstanbul,Ankara,Kara,1709.17,331.4,Bireysel,1,Electric,Electric,1,38.34982479542448,4000.0,0.4272925,0.05,7.080236725000001,İstanbul_Ankara
222,Samsun,Adana,Kara,1547.31,275.6,Kurumsal,1,Electric,Electric,2,29.741598649002253,4000.0,0.3868275,0.05,5.33048295,Samsun_Adana
223,Samsun,İstanbul,Kara,623.45,103.1,Bireysel,1,Diesel,Electric,1,66.7714803460566,12000.0,0.2,0.45,9.279,Samsun_İstanbul
224,Ankara,İzmir,Hava,467.92,1071.0,Bireysel,0,Diesel,Petrol,1,68.36560360341025,12000.0,0.2,0.45,96.39,Ankara_İzmir
225,Konya,Antalya,Kara,919.18,475.6,Bireysel,1,Diesel,Electric,1,39.02414133506493,12000.0,0.2,0.45,42.804,Konya_Antalya
226,Kayseri,Bursa,Kara,1563.79,1979.4,Bireysel,1,Diesel,Diesel,0,80.76151513701458,12000.0,0.2,0.45,178.14600000000002,Kayseri_Bursa
227,İzmir,Konya,Kara,1920.53,1170.2,Bireysel,1,Hybrid,Electric,2,46.63989258406348,,,,,İzmir_Konya
228,Konya,Kayseri,Kara,1528.34,318.9,Kurumsal,1,Hybrid,Diesel,1,66.09274132763223,,,,,Konya_Kayseri
229,Kayseri,Antalya,Hava,1711.14,1393.1,Bireysel,1,Electric,Electric,1,50.51336133885072,4000.0,0.427785,0.05,29.797364175,Kayseri_Antalya
230,Samsun,Gaziantep,Hava,1208.11,1800.6,Bireysel,1,Diesel,Diesel,1,58.000961083468006,12000.0,0.2,0.45,162.054,Samsun_Gaziantep
231,Bursa,Kayseri,Kara,1671.64,1503.1,Kurumsal,1,Hybrid,Diesel,1,29.02505732943602,,,,,Bursa_Kayseri
232,İstanbul,Samsun,Deniz,1569.92,199.1,Kurumsal,1,Hybrid,Petrol,0,31.03910679354172,,,,,İstanbul_Samsun
233,Ankara,Konya,Hava,757.09,1797.0,Bireysel,1,Electric,Diesel,2,45.80628974104064,4000.0,0.2,0.05,17.970000000000002,Ankara_Konya
234,İstanbul,Gaziantep,Kara,1106.22,1598.2,Bireysel,1,Electric,Electric,0,90.99617676239684,4000.0,0.276555,0.05,22.099510050000003,İstanbul_Gaziantep
235,Antalya,İzmir,Kara,1610.48,358.7,Kurumsal,1,Electric,Petrol,1,68.46788188613536,4000.0,0.40262,0.05,7.220989699999999,Antalya_İzmir
236,Antalya,Adana,Kara,96.88,151.0,Kurumsal,1,Hybrid,Electric,1,45.00499523698285,,,,,Antalya_Adana
237,Konya,Ankara,Kara,1617.12,1136.8,Kurumsal,0,Electric,Petrol,2,69.66279222305442,4000.0,0.40428,0.05,22.9792752,Konya_Ankara
238,Samsun,Konya,Deniz,359.89,354.3,Bireysel,1,Hybrid,Diesel,1,75.2662491613118,,,,,Samsun_Konya
239,Samsun,Gaziantep,Kara,1031.79,1677.5,Bireysel,1,Electric,Petrol,0,62.34340880786287,4000.0,0.2579475,0.05,21.6353465625,Samsun_Gaziantep
240,İzmir,Adana,Hava,1617.51,748.8,Kurumsal,1,Hybrid,Petrol,0,66.48844225298953,,,,,İzmir_Adana
241,İzmir,Adana,Kara,511.37,1830.1,Bireysel,1,Electric,Diesel,0,10.0,4000.0,0.2,0.05,18.301,İzmir_Adana
242,İzmir,Antalya,Kara,495.39,1153.1,Bireysel,1,Hybrid,Electric,0,85.93614820669325,,,,,İzmir_Antalya
243,Bursa,Gaziantep,Kara,808.51,406.2,Kurumsal,1,Electric,Diesel,1,36.92657447272964,4000.0,0.2021275,0.05,4.105209525,Bursa_Gaziantep
244,Gaziantep,İstanbul,Kara,1789.81,322.2,Bireysel,1,Diesel,Diesel,2,74.96790662231665,12000.0,0.2,0.45,28.998000000000005,Gaziantep_İstanbul
245,Adana,Kayseri,Kara,5.88,1174.1,Bireysel,1,Hybrid,Electric,0,58.506918581399134,,,,,Adana_Kayseri
246,Gaziantep,Bursa,Deniz,1803.26,1535.7,Bireysel,0,Electric,Diesel,1,58.68054236984776,4000.0,0.450815,0.05,34.61582977500001,Gaziantep_Bursa
247,İstanbul,Bursa,Kara,311.85,1573.9,Bireysel,1,Hybrid,Petrol,1,120.0,,,,,İstanbul_Bursa
248,Gaziantep,İzmir,Hava,1980.22,587.7,Bireysel,1,Diesel,Electric,0,51.38427585362123,12000.0,0.2,0.45,52.89300000000001,Gaziantep_İzmir
249,Bursa,İzmir,Kara,1909.92,448.3,Kurumsal,0,Diesel,Electric,0,25.103083922896715,12000.0,0.2,0.45,40.34700000000001,Bursa_İzmir
250,İstanbul,Bursa,Kara,991.88,82.7,Bireysel,1,Electric,Petrol,1,52.07880757481914,4000.0,0.24797,0.05,1.0253559500000002,İstanbul_Bursa
251,Gaziantep,İstanbul,Kara,1027.88,1374.4,Bireysel,1,Diesel,Diesel,1,98.7617385085386,12000.0,0.2,0.45,123.696,Gaziantep_İstanbul
252,Bursa,Ankara,Kara,965.69,199.3,Kurumsal,1,Hybrid,Electric,1,35.95162993429659,,,,,Bursa_Ankara
253,Adana,Samsun,Kara,1272.71,870.5,Bireysel,0,Diesel,Electric,1,76.53825046739715,12000.0,0.2,0.45,78.34500000000001,Adana_Samsun
254,Gaziantep,Kayseri,Kara,185.99,1223.3,Bireysel,1,Hybrid,Electric,1,46.917202393706525,,,,,Gaziantep_Kayseri
255,Bursa,Ankara,Kara,70.07,1877.4,Kurumsal,1,Electric,Electric,1,98.49874262395991,4000.0,0.2,0.05,18.774,Bursa_Ankara
256,İzmir,Antalya,Kara,120.12,658.0,Kurumsal,1,Diesel,Petrol,1,51.56241736892567,12000.0,0.2,0.45,59.220000000000006,İzmir_Antalya
257,Samsun,Antalya,Kara,891.51,537.1,Bireysel,1,Hybrid,Petrol,2,20.59932525678672,,,,,Samsun_Antalya
258,İzmir,Samsun,Kara,554.72,1325.6,Kurumsal,1,Electric,Diesel,2,108.28674708444667,4000.0,0.2,0.05,13.256,İzmir_Samsun
259,Samsun,Gaziantep,Deniz,1245.97,1257.5,Bireysel,1,Hybrid,Petrol,0,56.68285963357486,,,,,Samsun_Gaziantep
260,Ankara,İstanbul,Hava,1984.92,697.6,Kurumsal,1,Electric,Diesel,1,45.028043392927415,4000.0,0.49623,0.05,17.308502400000002,Ankara_İstanbul
261,Ankara,İstanbul,Kara,775.71,1859.8,Bireysel,1,Hybrid,Petrol,2,69.43062100222072,,,,,Ankara_İstanbul
262,Ankara,Samsun,Kara,1149.81,1697.5,Kurumsal,1,Diesel,Electric,1,55.65961560327041,12000.0,0.2,0.45,152.775,Ankara_Samsun
263,Adana,Gaziantep,Deniz,834.13,486.8,Bireysel,0,Hybrid,Electric,2,86.5371878409964,,,,,Adana_Gaziantep
264,İzmir,Kayseri,Hava,1695.31,516.3,Bireysel,0,Electric,Petrol,1,90.53465924599136,4000.0,0.4238274999999999,0.05,10.9411069125,İzmir_Kayseri
265,Samsun,Adana,Kara,1804.96,1049.0,Bireysel,1,Hybrid,Diesel,1,72.7731278254554,,,,,Samsun_Adana
266,Bursa,Konya,Hava,1755.32,1558.5,Bireysel,1,Electric,Electric,2,26.185459599121984,4000.0,0.43883,0.05,34.19582775000001,Bursa_Konya
267,İstanbul,İzmir,Kara,1948.87,135.9,Kurumsal,1,Hybrid,Diesel,1,15.811956199575356,,,,,İstanbul_İzmir
268,Bursa,İzmir,Kara,59.9,1402.0,Bireysel,1,Electric,Electric,1,44.6762377154577,4000.0,0.2,0.05,14.020000000000003,Bursa_İzmir
269,İstanbul,Ankara,Hava,1680.43,1314.1,Bireysel,1,Diesel,Electric,0,42.13868159949192,12000.0,0.2,0.45,118.269,İstanbul_Ankara
270,Antalya,İstanbul,Kara,1504.79,501.4,Bireysel,1,Electric,Diesel,1,89.05523385268148,4000.0,0.3761975,0.05,9.431271325,Antalya_İstanbul
271,Bursa,İzmir,Deniz,461.25,1378.6,Bireysel,0,Electric,Petrol,0,58.99496310146368,4000.0,0.2,0.05,13.786,Bursa_İzmir
272,Gaziantep,Adana,Hava,1912.86,1883.4,Kurumsal,1,Electric,Petrol,1,73.83553674659485,4000.0,0.478215,0.05,45.033506550000006,Gaziantep_Adana
273,Gaziantep,Ankara,Kara,300.61,141.2,Kurumsal,1,Electric,Petrol,1,62.18618497073786,4000.0,0.2,0.05,1.412,Gaziantep_Ankara
274,Konya,İzmir,Kara,1360.7,673.3,Bireysel,1,Diesel,Petrol,0,69.2851803326021,12000.0,0.2,0.45,60.59700000000001,Konya_İzmir
275,İzmir,Antalya,Kara,453.66,904.4,Kurumsal,1,Electric,Electric,1,65.57020259343075,4000.0,0.2,0.05,9.044,İzmir_Antalya
276,İstanbul,Adana,Kara,865.6,1803.6,Kurumsal,1,Electric,Electric,1,87.77539016308269,4000.0,0.2164,0.05,19.514952,İstanbul_Adana
277,İstanbul,Ankara,Hava,1439.72,1926.4,Bireysel,1,Diesel,Petrol,2,64.04405003541939,12000.0,0.2,0.45,173.37600000000003,İstanbul_Ankara
278,İzmir,Kayseri,Kara,1128.83,916.0,Bireysel,1,Electric,Electric,1,82.40079017145638,4000.0,0.2822075,0.05,12.9251035,İzmir_Kayseri
279,Adana,Samsun,Kara,857.87,1512.6,Kurumsal,0,Electric,Electric,0,33.20929690907679,4000.0,0.2144675,0.05,16.220177024999998,Adana_Samsun
280,Konya,Adana,Hava,656.05,1086.7,Bireysel,1,Electric,Diesel,2,78.13502884484242,4000.0,0.2,0.05,10.867000000000004,Konya_Adana
281,Adana,İstanbul,Kara,1680.12,1098.7,Kurumsal,0,Electric,Petrol,0,28.226708905716865,4000.0,0.4200299999999999,0.05,23.07434805,Adana_İstanbul
282,Adana,Gaziantep,Hava,291.91,592.3,Bireysel,1,Diesel,Petrol,0,93.1266791356501,12000.0,0.2,0.45,53.307,Adana_Gaziantep
283,Adana,İzmir,Kara,863.06,473.1,Bireysel,1,Electric,Petrol,1,78.87661406614768,4000.0,0.2157649999999999,0.05,5.103921075,Adana_İzmir
284,İzmir,Gaziantep,Deniz,1808.0,611.6,Bireysel,1,Hybrid,Diesel,1,71.29021268458811,,,,,İzmir_Gaziantep
285,Adana,Antalya,Kara,1692.47,1134.8,Bireysel,1,Diesel,Electric,0,78.3943805540876,12000.0,0.2,0.45,102.132,Adana_Antalya
286,Gaziantep,İstanbul,Kara,804.88,106.9,Kurumsal,1,Electric,Petrol,0,56.17766761594442,4000.0,0.20122,0.05,1.0755209,Gaziantep_İstanbul
287,Ankara,Konya,Kara,1527.4,1819.1,Bireysel,1,Diesel,Diesel,1,108.508003610155,12000.0,0.2,0.45,163.71900000000002,Ankara_Konya
288,Antalya,Samsun,Kara,1647.21,354.8,Bireysel,1,Diesel,Diesel,0,111.3784024552444,12000.0,0.2,0.45,31.932,Antalya_Samsun
289,İstanbul,Adana,Hava,1778.33,479.2,Kurumsal,1,Hybrid,Electric,0,53.35104292094292,,,,,İstanbul_Adana
290,İstanbul,Adana,Hava,1091.29,1060.6,Bireysel,1,Electric,Petrol,2,77.79675060164517,4000.0,0.2728224999999999,0.05,14.467777174999998,İstanbul_Adana
291,Antalya,Gaziantep,Hava,412.9,1434.7,Bireysel,1,Diesel,Diesel,0,92.12124511579545,12000.0,0.2,0.45,129.12300000000002,Antalya_Gaziantep
292,İzmir,Samsun,Kara,514.34,236.7,Kurumsal,1,Hybrid,Electric,1,81.99515126837657,,,,,İzmir_Samsun
293,Bursa,Ankara,Kara,594.91,669.5,Kurumsal,1,Electric,Electric,0,96.83683768200432,4000.0,0.2,0.05,6.695,Bursa_Ankara
294,İzmir,Samsun,Kara,1189.64,1938.9,Bireysel,1,Hybrid,Electric,0,57.40499731853224,,,,,İzmir_Samsun
295,İstanbul,Kayseri,Kara,70.46,561.6,Bireysel,0,Electric,Petrol,1,53.360388245748666,4000.0,0.2,0.05,5.6160000000000005,İstanbul_Kayseri
296,İstanbul,Samsun,Hava,1273.9,660.4,Bireysel,1,Electric,Diesel,0,78.80345197966946,4000.0,0.318475,0.05,10.5160445,İstanbul_Samsun
297,Antalya,Kayseri,Kara,731.89,1681.2,Bireysel,1,Hybrid,Diesel,1,93.56622378534502,,,,,Antalya_Kayseri
298,Adana,Kayseri,Kara,594.01,147.9,Bireysel,1,Hybrid,Petrol,1,25.59298839658573,,,,,Adana_Kayseri
299,İzmir,Konya,Kara,1759.6,956.0,Bireysel,1,Hybrid,Electric,0,46.398522079076784,,,,,İzmir_Konya
300,Samsun,İstanbul,Hava,922.7,790.3,Bireysel,1,Hybrid,Diesel,1,27.51041319212272,,,,,Samsun_İstanbul
301,Antalya,Konya,Hava,194.63,667.3,Bireysel,0,Electric,Electric,0,55.99023885002635,4000.0,0.2,0.05,6.673000000000001,Antalya_Konya
302,Gaziantep,Kayseri,Hava,1654.36,607.1,Bireysel,0,Diesel,Electric,1,81.08884782320878,12000.0,0.2,0.45,54.639,Gaziantep_Kayseri
303,İstanbul,Antalya,Kara,100.04,228.2,Bireysel,1,Diesel,Electric,1,65.01397912796267,12000.0,0.2,0.45,20.538,İstanbul_Antalya
304,Antalya,Adana,Kara,1454.86,663.9,Kurumsal,1,Electric,Petrol,0,45.0293665636097,4000.0,0.3637149999999999,0.05,12.073519425,Antalya_Adana
305,İzmir,Kayseri,Hava,1548.94,134.0,Kurumsal,1,Electric,Electric,1,61.62658834285956,4000.0,0.387235,0.05,2.5944745,İzmir_Kayseri
306,İstanbul,Konya,Hava,708.44,1572.9,Bireysel,1,Hybrid,Petrol,2,31.232848697835152,,,,,İstanbul_Konya
307,Bursa,Antalya,Kara,1650.45,826.5,Bireysel,1,Hybrid,Petrol,1,60.16854992462088,,,,,Bursa_Antalya
308,Antalya,Konya,Hava,1033.74,915.6,Bireysel,1,Hybrid,Petrol,1,96.29331612193263,,,,,Antalya_Konya
309,Konya,Samsun,Hava,929.27,1792.5,Bireysel,1,Electric,Electric,0,36.68057097710013,4000.0,0.2323174999999999,0.05,20.8214559375,Konya_Samsun
310,İstanbul,İzmir,Hava,95.58,1333.2,Bireysel,1,Electric,Diesel,1,78.56713002553941,4000.0,0.2,0.05,13.332000000000004,İstanbul_İzmir
311,İzmir,Gaziantep,Hava,583.61,65.7,Bireysel,1,Electric,Electric,2,81.60208837078306,4000.0,0.2,0.05,0.657,İzmir_Gaziantep
312,Ankara,Gaziantep,Kara,1862.36,1889.2,Bireysel,1,Diesel,Electric,1,73.92186243053051,12000.0,0.2,0.45,170.02800000000002,Ankara_Gaziantep
313,Samsun,Konya,Kara,786.69,512.4,Kurumsal,0,Diesel,Diesel,1,94.167196130608,12000.0,0.2,0.45,46.116,Samsun_Konya
314,Kayseri,Ankara,Kara,1095.67,259.8,Bireysel,1,Electric,Petrol,2,19.68236004428204,4000.0,0.2739175,0.05,3.558188325000001,Kayseri_Ankara
315,Adana,Bursa,Hava,1066.38,1547.8,Bireysel,0,Diesel,Diesel,0,35.55128498889706,12000.0,0.2,0.45,139.302,Adana_Bursa
316,Kayseri,Konya,Hava,1182.91,1025.9,Kurumsal,1,Hybrid,Diesel,1,100.09188495743894,,,,,Kayseri_Konya
317,İzmir,Samsun,Hava,127.36,895.9,Bireysel,1,Electric,Electric,1,48.57621715899615,4000.0,0.2,0.05,8.959000000000001,İzmir_Samsun
318,Gaziantep,Ankara,Kara,727.54,536.5,Bireysel,0,Electric,Diesel,1,69.58535081585694,4000.0,0.2,0.05,5.365000000000001,Gaziantep_Ankara
319,Gaziantep,Kayseri,Hava,1447.64,1117.6,Bireysel,1,Hybrid,Petrol,1,97.89909559102614,,,,,Gaziantep_Kayseri
320,Ankara,Konya,Hava,405.12,585.0,Bireysel,1,Hybrid,Diesel,1,53.48650521633567,,,,,Ankara_Konya
321,Adana,İstanbul,Hava,411.14,1808.1,Kurumsal,1,Hybrid,Electric,1,71.72001389593242,,,,,Adana_İstanbul
322,Konya,Gaziantep,Hava,25.13,469.6,Bireysel,1,Hybrid,Diesel,0,34.50283421238186,,,,,Konya_Gaziantep
323,Ankara,İzmir,Hava,877.78,1774.5,Bireysel,1,Electric,Electric,1,70.0691362963852,4000.0,0.219445,0.05,19.470257625,Ankara_İzmir
324,Kayseri,Ankara,Kara,1766.06,1140.8,Bireysel,0,Hybrid,Electric,0,74.89619171351306,,,,,Kayseri_Ankara
325,Ankara,İzmir,Kara,108.54,1665.6,Bireysel,0,Diesel,Petrol,2,16.745293527822653,12000.0,0.2,0.45,149.904,Ankara_İzmir
326,Kayseri,Antalya,Kara,386.28,1440.0,Kurumsal,0,Electric,Petrol,2,45.04597205321975,4000.0,0.2,0.05,14.4,Kayseri_Antalya
327,İstanbul,Gaziantep,Kara,623.62,1408.6,Kurumsal,1,Electric,Petrol,1,39.38900818423713,4000.0,0.2,0.05,14.086,İstanbul_Gaziantep
328,Gaziantep,Kayseri,Hava,1464.79,682.5,Bireysel,1,Diesel,Diesel,0,60.24277849802706,12000.0,0.2,0.45,61.425,Gaziantep_Kayseri
329,İstanbul,Konya,Hava,1283.07,506.1,Bireysel,1,Hybrid,Electric,0,43.2642383652554,,,,,İstanbul_Konya
330,Samsun,Konya,Kara,834.81,461.2,Bireysel,0,Diesel,Electric,0,59.11019295408747,12000.0,0.2,0.45,41.508,Samsun_Konya
331,Adana,Konya,Kara,1519.34,1721.5,Kurumsal,1,Electric,Electric,0,59.26869070872351,4000.0,0.379835,0.05,32.694297625,Adana_Konya
332,Konya,Gaziantep,Hava,1221.21,1649.8,Bireysel,1,Diesel,Electric,0,56.33031824843688,12000.0,0.2,0.45,148.482,Konya_Gaziantep
333,Kayseri,İstanbul,Kara,1792.6,909.1,Bireysel,1,Electric,Electric,1,62.19170864760278,4000.0,0.44815,0.05,20.37065825,Kayseri_İstanbul
334,Konya,Bursa,Kara,1636.96,308.2,Bireysel,1,Electric,Petrol,2,99.82394377962297,4000.0,0.40924,0.05,6.3063884,Konya_Bursa
335,Kayseri,Adana,Kara,509.36,795.4,Bireysel,1,Hybrid,Diesel,1,45.887014622730725,,,,,Kayseri_Adana
336,İzmir,Samsun,Kara,546.52,1257.7,Bireysel,0,Diesel,Electric,2,69.50286267711127,12000.0,0.2,0.45,113.193,İzmir_Samsun
337,Ankara,Kayseri,Kara,255.09,936.1,Bireysel,0,Hybrid,Petrol,0,57.25471207499953,,,,,Ankara_Kayseri
338,Samsun,İstanbul,Kara,677.24,1571.4,Bireysel,1,Hybrid,Petrol,0,83.37266712836731,,,,,Samsun_İstanbul
339,Gaziantep,Kayseri,Kara,1999.09,1995.4,Bireysel,1,Diesel,Electric,0,64.80745400143954,12000.0,0.2,0.45,179.586,Gaziantep_Kayseri
340,Kayseri,Ankara,Hava,814.47,422.7,Bireysel,0,Hybrid,Petrol,1,88.78329854701386,,,,,Kayseri_Ankara
341,Konya,Gaziantep,Kara,444.87,946.3,Kurumsal,1,Hybrid,Diesel,2,50.37422136280122,,,,,Konya_Gaziantep
342,Samsun,İzmir,Hava,1526.15,890.4,Bireysel,1,Diesel,Diesel,1,40.42983115853512,12000.0,0.2,0.45,80.13600000000001,Samsun_İzmir
343,Bursa,Kayseri,Kara,1087.23,643.8,Bireysel,1,Diesel,Diesel,0,54.51955195216853,12000.0,0.2,0.45,57.942,Bursa_Kayseri
344,Bursa,Ankara,Kara,303.45,436.3,Bireysel,1,Diesel,Electric,1,49.82754958918992,12000.0,0.2,0.45,39.267,Bursa_Ankara
345,İstanbul,Konya,Hava,764.48,178.1,Bireysel,1,Diesel,Electric,0,46.37929793548667,12000.0,0.2,0.45,16.029,İstanbul_Konya
346,Gaziantep,Ankara,Kara,831.87,1779.9,Bireysel,1,Electric,Petrol,0,93.40253594327154,4000.0,0.2079675,0.05,18.5080676625,Gaziantep_Ankara
347,İzmir,Bursa,Kara,1508.89,868.7,Kurumsal,1,Electric,Electric,0,109.9952034813597,4000.0,0.3772225,0.05,16.3846592875,İzmir_Bursa
348,Konya,Gaziantep,Kara,46.24,1018.9,Bireysel,1,Hybrid,Electric,1,65.94841970422262,,,,,Konya_Gaziantep
349,Ankara,Bursa,Hava,541.69,1838.0,Kurumsal,0,Hybrid,Electric,2,43.65247412165338,,,,,Ankara_Bursa
350,Ankara,İstanbul,Kara,1037.6,1563.8,Bireysel,1,Diesel,Petrol,2,74.63743336470682,12000.0,0.2,0.45,140.74200000000002,Ankara_İstanbul
351,Konya,Antalya,Kara,541.35,304.5,Bireysel,1,Hybrid,Electric,1,39.3960041553832,,,,,Konya_Antalya
352,Adana,Samsun,Hava,1258.73,1152.6,Bireysel,1,Diesel,Diesel,0,47.04741403777136,12000.0,0.2,0.45,103.734,Adana_Samsun
353,İzmir,Gaziantep,Kara,966.33,912.4,Bireysel,1,Diesel,Petrol,0,27.100234165569915,12000.0,0.2,0.45,82.116,İzmir_Gaziantep
354,Samsun,Adana,Hava,726.61,1604.6,Kurumsal,1,Electric,Petrol,1,70.55006301382085,4000.0,0.2,0.05,16.046000000000003,Samsun_Adana
